nid,Keep?,Title,Contributor,Creation Date,URL,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
6080,keep,"""Design, Fabrication, Characterization and Modeling of CMOS-Compatible PtSe2 MOSFETs""","""Creator: Xiong, Kuanchen, Thesis advisor: Hwang, James C. M.""",2020-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-60,,,,,,,,,,,,,,,,,,,
2478,keep,"""Design, Fabrication and Characterization of Graded Transition Joints""","""Creator: Galler, Jonathan, Thesis advisor: DuPont, John N.""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-10,,,,,,,,,,,,,,,,,,,
394573,delete,"""Design, Fabrication and Characterization of Graded Transition Joints""","""Creator: Galler, Jonathan - Lehigh University, Creator: DuPont, John N. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-90,,,,,,,,,,,,,,,,,,,
394268,delete,"""Design, Simulation, and Implementation of GmC-based Phase Locked Loop""","""Creator: Alvarez, Ricardo - Lehigh University, Creator: Frey, Douglas - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-86,,,,,,,,,,,,,,,,,,,
5788,keep,"""Design, Simulation, and Implementation of GmC-based Phase Locked Loop""","""Creator: Alvarez, Ricardo, Thesis advisor: Frey, Douglas R.""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/design-53,,,,,,,,,,,,,,,,,,,
395334,delete,"""Detection of Climate Extremes and Their Effects on Hydrology and Ecosystems: Case Studies in California and the Great Plains, USA""","""Creator: Zhang, Jien - Lehigh University, Creator: Felzer, Benjamin S. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/detection-8,,,,,,,,,,,,,,,,,,,
5047,keep,"""Detection of Climate Extremes and Their Effects on Hydrology and Ecosystems: Case Studies in California and the Great Plains, USA""","""Creator: Zhang, Jien, Thesis advisor: Felzer, Benjamin S. ; Yu, Zicheng I. ; Hargreaves, Bruce R. ; Peters, Stephen C. ; Lennon, Gerard P.""",2017-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/detection-3,,,,,,,,,,,,,,,,,,,
2451,keep,"""Development, Performance-Based Design, and Experimental Evaluation of an Innovative Blast-Resistant Precast Concrete Insulated Wall System""","""Creator: Gombeda, Matthew Jonathan, Thesis advisor: Naito, Clay J.""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-10,,,,,,,,,,,,,,,,,,,
394597,delete,"""Development, Performance-Based Design, and Experimental Evaluation of an Innovative Blast-Resistant Precast Concrete Insulated Wall System""","""Creator: Gombeda, Matthew J. - Lehigh University, Creator: Naito, Clay J. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/development-95,,,,,,,,,,,,,,,,,,,
394645,delete,"""Different Disasters, Differential Impacts: The Effect of Droughts and Floods on Women's HIV Burden in Developing Nations""","""Creator: Handley, Virginia K. - Lehigh University, Creator: Austin, Kelly F. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/different-0,,,,,,,,,,,,,,,,,,,
5857,keep,"""Different Disasters, Differential Impacts: The Effect of Droughts and Floods on Women's HIV Burden in Developing Nations""","""Creator: Handley, Virginia Kuulei, Thesis advisor: Austin, Kelly F. ; Lasker, Judith N. ; Alang, Sirry M.""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/different,,,,,,,,,,,,,,,,,,,
395250,delete,"""Dispersing the Dark Clouds: Native American Religions in the Pennsylvania Long Peace, 1628-1755""","""Creator: Wert, Scott M. - Lehigh University, Creator: LeMaster, Michelle - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/dispersing-0,,,,,,,,,,,,,,,,,,,
7117,keep,"""Dispersing the Dark Clouds: Native American Religions in the Pennsylvania Long Peace, 1628-1755""","""Creator: Wert, Scott M., Thesis advisor: LeMaster, Michelle""",12/1/2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/dispersing-dark,,,,,,,,,,,,,,,,,,,
394663,delete,"""Distributed Algorithms in Large-scaled Empirical Risk Minimization: Non-convexity, Adaptive-sampling, and Matrix-free Second-order Methods""","""Creator: He, Xi - Lehigh University, Creator: Takac, Martin - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/distributed-8,,,,,,,,,,,,,,,,,,,
4808,keep,"""Distributed Algorithms in Large-scaled Empirical Risk Minimization: Non-convexity, Adaptive-sampling, and Matrix-free Second-order Methods""","""Creator: He, Xi, Thesis advisor: Taká?, Martin""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/distributed-0,,,,,,,,,,,,,,,,,,,
394888,delete,"""Distributed Methods for Composite Optimization: Communication Efficiency, Load-Balancing and Local Solvers""","""Creator: Ma, Chenxin - Lehigh University, Creator: Takac, Martin - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/distributed-9,,,,,,,,,,,,,,,,,,,
6461,keep,"""Distributed Methods for Composite Optimization: Communication Efficiency, Load-Balancing and Local Solvers""","""Creator: Ma, Chenxin, Thesis advisor: Taká?, Martin""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/distributed-4,,,,,,,,,,,,,,,,,,,
395121,delete,"""Domain Specific Architectural Support to improve Security, Persistence, and Performance in General-Purpose Microprocessors""","""Creator: Singh, Abhishek S. - Lehigh University, Creator: Yan, Zhiyuan - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/domain-0,,,,,,,,,,,,,,,,,,,
7115,keep,"""Domain Specific Architectural Support to improve Security, Persistence, and Performance in General-Purpose Microprocessors""","""Creator: Singh, Abhishek S., Thesis advisor: Yan, Zhiyuan""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/domain-specific,,,,,,,,,,,,,,,,,,,
3547,keep,"""Dynamic Modeling, Predictive Control and Optimization of a Rapid Pressure Swing Adsorption System""","""Creator: Urich, Matthew, Thesis advisor: Kothare, Mayuresh V.""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/dynamic-2,,,,,,,,,,,,,,,,,,,
395192,delete,"""Dynamic Modeling, Predictive Control and Optimization of a Rapid Pressure Swing Adsorption System""","""Creator: Urich, Matthew - Lehigh University, Creator: Kothare, Mayuresh V. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/dynamic-14,,,,,,,,,,,,,,,,,,,
394990,delete,"""Effect of pH, Temperature and Protein Tertiary Structure on Biomolecular Separation Engineering in Ion-Exchange Chromatography""","""Creator: Pavlov, Gorgi - Lehigh University, Creator: Hsu, James T. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/effect-ph-0,,,,,,,,,,,,,,,,,,,
6295,keep,"""Effect of pH, Temperature and Protein Tertiary Structure on Biomolecular Separation Engineering in Ion-Exchange Chromatography""","""Creator: Pavlov, Gorgi, Thesis advisor: Hsu, James T.""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/effect-ph,,,,,,,,,,,,,,,,,,,
2989,keep,"""Estimation Sensor Networks: Attacks, Applications, and Interdependencies""","""Creator: Alnajjab, Basel R., Thesis advisor: Blum, Rick S.""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/estimation-0,,,,,,,,,,,,,,,,,,,
394257,delete,"""Estimation Sensor Networks: Attacks, Applications, and Interdependencies""","""Creator: Alnajjab, Basel R. - Lehigh University, Creator: Blum, Rick S. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/estimation-4,,,,,,,,,,,,,,,,,,,
1602,keep,"""Ethical Orientations: Literature, First-Year Initiatives, and the Academic Community""","""Creator: Shreve, Emily, Thesis advisor: Lay, Jenna""",2017-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ethical,,,,,,,,,,,,,,,,,,,
395113,delete,"""Ethical Orientations: Literature, First-Year Initiatives, and the Academic Community""","""Creator: Shreve, Emily - Lehigh University, Creator: Lay, Jenna - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ethical-0,,,,,,,,,,,,,,,,,,,
394612,delete,"""Examining the Impact of Student-perceived Relationships with Caregivers, Teachers, and Peers on Academic Performance among High School Students with Social Emotional Behavioral Problems""","""Creator: Grant, Chelsea A. - Lehigh University, Creator: Cole, Christine - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/examining-9,,,,,,,,,,,,,,,,,,,
4631,keep,"""Examining the Impact of Student-perceived Relationships with Caregivers, Teachers, and Peers on Academic Performance among High School Students with Social Emotional Behavioral Problems""","""Creator: Grant, Chelsea Anne, Thesis advisor: Cole, Christine L. ; Kern, Lee ; Caskie, Grace I. L. ; State, Talida""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/examining-2,,,,,,,,,,,,,,,,,,,
395365,delete,"""Excitonic Processes, Energy Transport, and Excited States in Organic Materials""","""Creator: Zoutenbier, Vincent S. - Lehigh University, Creator: Biaggio, Ivan - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/excitonic-0,,,,,,,,,,,,,,,,,,,
4707,keep,"""Excitonic Processes, Energy Transport, and Excited States in Organic Materials""","""Creator: Zoutenbier, Vincent Sean, Thesis advisor: Biaggio, Ivan ; Stavola, Michael J. ; Dierolf, Volkmar ; Huennekens, John ; Strandwitz, Nicholas""",2016-09,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/excitonic,,,,,,,,,,,,,,,,,,,
394513,delete,"""Existence, Uniqueness, and Stability of Traveling Waves in Neural Field Models""","""Creator: Dyson, Alan - Lehigh University, Creator: Zhang, Linghai - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/existence-2,,,,,,,,,,,,,,,,,,,
4156,keep,"""Existence, Uniqueness, and Stability of Traveling Waves in Neural Field Models""","""Creator: Dyson, Alan, Thesis advisor: Zhang, Linghai""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/existence,,,,,,,,,,,,,,,,,,,
394987,delete,"""Experiences with and Attitudes toward Interprofessional Teams among Clinical, Counseling, and School Psychology Doctoral Students""","""Creator: Patterson, Shannon L. - Lehigh University, Creator: Caskie, Grace I. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/experiences-1,,,,,,,,,,,,,,,,,,,
4159,keep,"""Experiences with and Attitudes toward Interprofessional Teams among Clinical, Counseling, and School Psychology Doctoral Students""","""Creator: Patterson, Shannon L, Thesis advisor: Caskie, Grace I. L.""",2017-04,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/experiences,,,,,,,,,,,,,,,,,,,
394968,delete,"""Exploring a Curriculum-Embedded, Constructivist-Inspired, Augmented Reality Game Within an Early Elementary Social Studies Curriculum and Its Influence on Student Experiences, Learning Outcomes, and Teacher Instructional Practices""","""Creator: Oltman, Julia L. - Lehigh University, Creator: Hammond, Thomas C. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/exploring-14,,,,,,,,,,,,,,,,,,,
4715,keep,"""Exploring a Curriculum-Embedded, Constructivist-Inspired, Augmented Reality Game Within an Early Elementary Social Studies Curriculum and Its Influence on Student Experiences, Learning Outcomes, and Teacher Instructional Practices""","""Creator: Oltman, Julia Leonhardt, Thesis advisor: Hammond, Thomas C.""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/exploring-3,,,,,,,,,,,,,,,,,,,
394900,delete,"""Extrinsic terrace formation processes and tectonically driven river incision along the South Anna River, Virginia""","""Creator: McGavick, Matthew - Lehigh University, Creator: Pazzaglia, Frank - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/extrinsic-0,,,,,,,,,,,,,,,,,,,
5105,keep,"""Extrinsic terrace formation processes and tectonically driven river incision along the South Anna River, Virginia""","""Creator: McGavick, Matthew, Thesis advisor: Pazzaglia, Frank J. ; Peters, Stephen C. ; Germanoski, Dru""",2017-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/extrinsic,,,,,,,,,,,,,,,,,,,
3379,keep,"""Factors Related to Psychopharmacological Treatment Adherence for College Students with ADHD: Individual Characteristics, Medication Tolerability, and Attitudes""","""Creator: Franklin, Melanie Kara, Thesis advisor: DuPaul, George J.""",2019-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/factors-related,,,,,,,,,,,,,,,,,,,
394558,delete,"""Factors Related to Psychopharmacological Treatment Adherence for College Students with ADHD: Individual Characteristics, Medication Tolerability, and Attitudes""","""Creator: Franklin, Melanie K. - Lehigh University, Creator: DuPaul, George J. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/factors-6,,,,,,,,,,,,,,,,,,,
2295,keep,"""First-generation College Students' Cultural and Social Capital: Activation, Management, and Acquisition at an Elite University""","""Creator: Ridge, Brittany Nicole, Thesis advisor: Johnson, Heather B. ; Zhang, Yuping ; Munson, Ziad""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/first-generation,,,,,,,,,,,,,,,,,,,
395047,delete,"""First-generation College Students' Cultural and Social Capital: Activation, Management, and Acquisition at an Elite University""","""Creator: Ridge, Brittany N. - Lehigh University, Creator: Johnson, Heather B. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/first-0,,,,,,,,,,,,,,,,,,,
